movie_id,title,imdbId,tmdbId
1,Toy Story (1995),0114709,862
2,GoldenEye (1995),0113189,710
3,Four Rooms (1995),0113101,5
4,Get Shorty (1995),0113161,8012
5,Copycat (1995),0112722,1710
6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),0115012,37557
7,Twelve Monkeys (1995),0114746,63
8,Babe (1995),0112431,9598
9,Dead Man Walking (1995),0112818,687
10,Richard III (1995),0114279,31174
11,Seven (Se7en) (1995),0114369,807
12,"Usual Suspects, The (1995)",0114814,629
13,Mighty Aphrodite (1995),0113819,11448
14,"Postino, Il (1994)",0110877,11010
15,Mr. Holland's Opus (1995),0113862,2054
16,French Twist (Gazon maudit) (1995),0113149,4482
17,From Dusk Till Dawn (1996),0116367,755
18,"White Balloon, The (1995)",0112445,46785
19,Antonia's Line (1995),0112379,880
20,Angels and Insects (1995),0112365,8447
21,Muppet Treasure Island (1996),0117110,10874
22,Braveheart (1995),0112573,197
23,Taxi Driver (1976),0075314,103
24,Rumble in the Bronx (1995),0113326,33542
25,"Birdcage, The (1996)",0115685,11000
26,"Brothers McMullen, The (1995)",0112585,16388
27,Bad Boys (1995),0112442,9737
28,Apollo 13 (1995),0112384,568
29,Batman Forever (1995),0112462,414
30,Belle de jour (1967),0061395,649
31,Crimson Tide (1995),0112740,8963
32,Crumb (1994),0109508,26564
33,Desperado (1995),0112851,8068
34,"Doom Generation, The (1995)",0112887,13552
35,Free Willy 2: The Adventure Home (1995),0113114,9073
36,Mad Love (1995),0113729,47608
37,Nadja (1994),0110620,34574
38,"Net, The (1995)",0113957,1642
39,Strange Days (1995),0114558,281
40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",0114682,9090
41,Billy Madison (1995),0112508,11017
42,Clerks (1994),0109445,2292
43,Disclosure (1994),0109635,8984
44,Dolores Claiborne (1994),0109642,11929
45,Eat Drink Man Woman (1994),0111797,10451
46,Exotica (1994),0109759,20156
47,Ed Wood (1994),0109707,522
48,Hoop Dreams (1994),0110057,14275
49,I.Q. (1994),0110099,11777
50,Star Wars (1977),0076759,11
51,Legends of the Fall (1994),0110322,4476
52,"Madness of King George, The (1994)",0110428,11318
53,Natural Born Killers (1994),0110632,241
54,Outbreak (1995),0114069,6950
55,"Professional, The (1994)",0110413,101
56,Pulp Fiction (1994),0110912,680
57,Priest (1994),0110889,40156
58,Quiz Show (1994),0110932,11450
59,Three Colors: Red (1994),0111495,110
60,Three Colors: Blue (1993),0108394,108
61,Three Colors: White (1994),0111507,109
62,Stargate (1994),0111282,2164
63,"Santa Clause, The (1994)",0111070,11395
64,"Shawshank Redemption, The (1994)",0111161,278
65,What's Eating Gilbert Grape (1993),0108550,1587
66,While You Were Sleeping (1995),0114924,2064
67,Ace Ventura: Pet Detective (1994),0109040,3049
68,"Crow, The (1994)",0109506,9495
69,Forrest Gump (1994),0109830,13
70,Four Weddings and a Funeral (1994),0109831,712
71,"Lion King, The (1994)",0110357,8587
72,"Mask, The (1994)",0110475,854
73,Maverick (1994),0110478,9359
74,Faster Pussycat! Kill! Kill! (1965),0059170,315
75,Brother Minister: The Assassination of Malcolm X (1994),0109339,316098
76,Carlito's Way (1993),0106519,6075
77,"Firm, The (1993)",0106918,37233
78,Free Willy (1993),0106965,1634
79,"Fugitive, The (1993)",0106977,5503
80,Hot Shots! Part Deux (1993),0107144,9255
81,"Hudsucker Proxy, The (1994)",0110074,11934
82,Jurassic Park (1993),0107290,329
83,Much Ado About Nothing (1993),0107616,11971
84,Robert A. Heinlein's The Puppet Masters (1994),0111003,25557
85,"Ref, The (1994)",0110955,10872
86,"Remains of the Day, The (1993)",0107943,1245
87,Searching for Bobby Fischer (1993),0108065,14291
88,Sleepless in Seattle (1993),0108160,858
89,Blade Runner (1982),0083658,78
90,So I Married an Axe Murderer (1993),0108174,10442
91,"Nightmare Before Christmas, The (1993)",0107688,9479
92,True Romance (1993),0108399,319
93,Welcome to the Dollhouse (1995),0114906,11446
94,Home Alone (1990),0099785,771
95,Aladdin (1992),0103639,812
96,Terminator 2: Judgment Day (1991),0103064,280
97,Dances with Wolves (1990),0099348,581
98,"Silence of the Lambs, The (1991)",0102926,274
99,Snow White and the Seven Dwarfs (1937),0029583,408
100,Fargo (1996),0116282,275
101,Heavy Metal (1981),0082509,11827
102,"Aristocats, The (1970)",0065421,10112
103,All Dogs Go to Heaven 2 (1996),0115509,19042
104,Theodore Rex (1995),0114658,36259
105,Sgt. Bilko (1996),0117608,9099
106,Diabolique (1996),0116095,10988
107,Moll Flanders (1996),0117071,18989
108,Kids in the Hall: Brain Candy (1996),0116768,18414
109,Mystery Science Theater 3000: The Movie (1996),0117128,3065
110,Operation Dumbo Drop (1995),0114048,27281
111,"Truth About Cats & Dogs, The (1996)",0117979,8866
112,Flipper (1996),0116322,36355
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",0113362,11876
114,Wallace & Gromit: The Best of Aardman Animation (1996),0118114,503475
115,"Haunted World of Edward D. Wood Jr., The (1995)",0113270,73183
116,Cold Comfort Farm (1995),0112701,32513
117,"Rock, The (1996)",0117500,9802
118,Twister (1996),0117998,664
119,Maya Lin: A Strong Clear Vision (1994),0110480,85778
120,Striptease (1996),0117765,9879
121,Independence Day (ID4) (1996),0116629,602
122,"Cable Guy, The (1996)",0115798,9894
123,"Frighteners, The (1996)",0116365,10779
124,Lone Star (1996),0116905,26748
125,Phenomenon (1996),0117333,9294
126,"Spitfire Grill, The (1996)",0117718,47907
127,"Godfather, The (1972)",0068646,238
128,Supercop (1992),0104558,11134
129,Bound (1996),0115736,9303
130,Kansas City (1996),0116745,22479
131,Breakfast at Tiffany's (1961),0054698,164
132,"Wizard of Oz, The (1939)",0032138,630
133,Gone with the Wind (1939),0031381,770
134,Citizen Kane (1941),0033467,15
135,2001: A Space Odyssey (1968),0062622,62
136,Mr. Smith Goes to Washington (1939),0031679,3083
137,Big Night (1996),0115678,18203
138,D3: The Mighty Ducks (1996),0116000,10680
139,"Love Bug, The (1969)",0064603,14136
140,Homeward Bound: The Incredible Journey (1993),0107131,6878
141,"20,000 Leagues Under the Sea (1954)",0046672,173
142,Bedknobs and Broomsticks (1971),0066817,12335
143,"Sound of Music, The (1965)",0059742,15121
144,Die Hard (1988),0095016,562
145,"Lawnmower Man, The (1992)",0104692,10163
146,Unhook the Stars (1996),0118044,48862
147,"Long Kiss Goodnight, The (1996)",0116908,11412
148,"Ghost and the Darkness, The (1996)",0116409,10586
149,Jude (1996),0116722,25147
150,Swingers (1996),0117802,10218
151,Willy Wonka and the Chocolate Factory (1971),0067992,252
152,Sleeper (1973),0070707,11561
153,"Fish Called Wanda, A (1988)",0095159,623
154,Monty Python's Life of Brian (1979),0079470,583
155,Dirty Dancing (1987),0092890,88
156,Reservoir Dogs (1992),0105236,500
157,Platoon (1986),0091763,792
158,Weekend at Bernie's (1989),0098627,8491
159,Basic Instinct (1992),0103772,402
160,Glengarry Glen Ross (1992),0104348,9504
161,Top Gun (1986),0092099,744
162,On Golden Pond (1981),0082846,11816
163,"Return of the Pink Panther, The (1974)",0072081,11843
164,"Abyss, The (1989)",0096754,2756
165,Jean de Florette (1986),0091288,4480
166,Manon of the Spring (Manon des sources) (1986),0091480,4481
167,Private Benjamin (1980),0081375,10765
168,Monty Python and the Holy Grail (1974),0071853,762
169,"Wrong Trousers, The (1993)",0108598,531
170,Cinema Paradiso (1988),0095765,11216
171,Delicatessen (1991),0101700,892
172,"Empire Strikes Back, The (1980)",0080684,1891
173,"Princess Bride, The (1987)",0093779,2493
174,Raiders of the Lost Ark (1981),0082971,85
175,Brazil (1985),0088846,68
176,Aliens (1986),0090605,679
177,"Good, The Bad and The Ugly, The (1966)",0060196,429
178,12 Angry Men (1957),0050083,389
179,"Clockwork Orange, A (1971)",0066921,185
180,Apocalypse Now (1979),0078788,28
181,Return of the Jedi (1983),0086190,1892
182,GoodFellas (1990),0099685,769
183,Alien (1979),0078748,348
184,Army of Darkness (1993),0106308,766
185,Psycho (1960),0054215,539
186,"Blues Brothers, The (1980)",0080455,525
187,"Godfather: Part II, The (1974)",0071562,240
188,Full Metal Jacket (1987),0093058,600
189,"Grand Day Out, A (1992)",0104361,530
190,Henry V (1989),0097499,10705
191,Amadeus (1984),0086879,279
192,Raging Bull (1980),0081398,1578
193,"Right Stuff, The (1983)",0086197,9549
194,"Sting, The (1973)",0070735,9277
195,"Terminator, The (1984)",0088247,218
196,Dead Poets Society (1989),0097165,207
197,"Graduate, The (1967)",0061722,37247
198,Nikita (La Femme Nikita) (1990),0100263,9322
199,"Bridge on the River Kwai, The (1957)",0050212,826
200,"Shining, The (1980)",0081505,694
201,Evil Dead II (1987),0092991,765
202,Groundhog Day (1993),0107048,137
203,Unforgiven (1992),0105695,33
204,Back to the Future (1985),0088763,105
205,Patton (1970),0066206,11202
206,Akira (1988),0094625,149
207,Cyrano de Bergerac (1990),0099334,11673
208,Young Frankenstein (1974),0072431,3034
209,This Is Spinal Tap (1984),0088258,11031
210,Indiana Jones and the Last Crusade (1989),0097576,89
211,M*A*S*H (1970),0066026,651
212,"Unbearable Lightness of Being, The (1988)",0096332,10644
213,"Room with a View, A (1986)",0091867,11257
214,Pink Floyd - The Wall (1982),0084503,12104
215,Field of Dreams (1989),0097351,2323
216,When Harry Met Sally... (1989),0098635,639
217,Bram Stoker's Dracula (1992),0103874,6114
218,Cape Fear (1991),0101540,1598
219,"Nightmare on Elm Street, A (1984)",0087800,377
220,"Mirror Has Two Faces, The (1996)",0117057,25189
221,Breaking the Waves (1996),0115751,145
222,Star Trek: First Contact (1996),0117731,199
223,Sling Blade (1996),0117666,12498
224,Ridicule (1996),0117477,12709
225,101 Dalmatians (1996),0115433,11674
226,Die Hard 2 (1990),0099423,1573
227,Star Trek VI: The Undiscovered Country (1991),0102975,174
228,Star Trek: The Wrath of Khan (1982),0084726,154
229,Star Trek III: The Search for Spock (1984),0088170,157
230,Star Trek IV: The Voyage Home (1986),0092007,168
231,Batman Returns (1992),0103776,364
232,Young Guns (1988),0096487,11967
233,Under Siege (1992),0105690,8845
234,Jaws (1975),0073195,578
235,Mars Attacks! (1996),0116996,75
236,Citizen Ruth (1996),0115906,13891
237,Jerry Maguire (1996),0116695,9390
238,Raising Arizona (1987),0093822,378
239,Sneakers (1992),0105435,2322
240,Beavis and Butt-head Do America (1996),0115641,3179
241,"Last of the Mohicans, The (1992)",0104691,9361
242,Kolya (1996),0116790,784
243,Jungle2Jungle (1997),0119432,9446
244,Smilla's Sense of Snow (1997),0120152,9311
245,"Devil's Own, The (1997)",0118972,4477
246,Chasing Amy (1997),0118842,2255
247,Turbo: A Power Rangers Movie (1997),0120389,6499
248,Grosse Pointe Blank (1997),0119229,9434
249,Austin Powers: International Man of Mystery (1997),0118655,816
250,"Fifth Element, The (1997)",0119116,18
251,Shall We Dance? (1996),0117615,11239
252,"Lost World: Jurassic Park, The (1997)",0119567,330
253,"Pillow Book, The (1995)",0114134,26422
254,Batman & Robin (1997),0118688,415
255,My Best Friend's Wedding (1997),0119738,8874
256,When the Cats Away (Chacun cherche son chat) (1996),0115856,11956
257,Men in Black (1997),0119654,607
258,Contact (1997),0118884,686
259,George of the Jungle (1997),0119190,10603
260,Event Horizon (1997),0119081,8413
261,Air Bud (1997),0118570,20737
262,In the Company of Men (1997),0119361,14585
263,Steel (1997),0120207,8854
264,Mimic (1997),0119675,4961
265,"Hunt for Red October, The (1990)",0099810,1669
266,Kull the Conqueror (1997),0119484,17832
267,unknown,1401152,48138
268,Chasing Amy (1997),0118842,2255
269,"Full Monty, The (1997)",0119164,9427
270,Gattaca (1997),0119177,782
271,Starship Troopers (1997),0120201,563
272,Good Will Hunting (1997),0119217,489
273,Heat (1995),0113277,949
274,Sabrina (1995),0114319,11860
275,Sense and Sensibility (1995),0114388,4584
276,Leaving Las Vegas (1995),0113627,451
277,Restoration (1995),0114272,35196
278,Bed of Roses (1996),0115644,20927
279,Once Upon a Time... When We Were Colored (1995),0114039,146599
280,Up Close and Personal (1996),0118055,9302
281,"River Wild, The (1994)",0110997,8987
282,"Time to Kill, A (1996)",0117913,1645
283,Emma (1996),0116191,3573
284,Tin Cup (1996),0117918,10478
285,Secrets & Lies (1996),0117589,11159
286,"English Patient, The (1996)",0116209,409
287,Marvin's Room (1996),0116999,9819
288,Scream (1996),0117571,4232
289,Evita (1996),0116250,8818
290,Fierce Creatures (1997),0119115,12145
291,Absolute Power (1997),0118548,66
292,Rosewood (1997),0120036,25624
293,Donnie Brasco (1997),0119008,9366
294,Liar Liar (1997),0119528,1624
295,Breakdown (1997),0118771,2163
296,"Promesse, La (1996)",0117398,105045
297,Ulee's Gold (1997),0120402,55306
298,Face/Off (1997),0119094,754
299,Hoodlum (1997),0119311,22073
300,Air Force One (1997),0118571,9772
301,In & Out (1997),0119360,10806
302,L.A. Confidential (1997),0119488,2118
303,Ulee's Gold (1997),0120402,55306
304,Fly Away Home (1996),0116329,11076
305,"Ice Storm, The (1997)",0119349,68924
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",0119280,17589
307,"Devil's Advocate, The (1997)",0118971,1813
308,FairyTale: A True Story (1997),0119095,29911
309,Deceiver (1997),0119527,14583
310,"Rainmaker, The (1997)",0119978,11975
311,"Wings of the Dove, The (1997)",0120520,45609
312,Midnight in the Garden of Good and Evil (1997),0119668,8197
313,Titanic (1997),0120338,597
314,3 Ninjas: High Noon At Mega Mountain (1998),0118539,32302
315,Apt Pupil (1998),0118636,9445
316,As Good As It Gets (1997),0119822,2898
317,In the Name of the Father (1993),0107207,7984
318,Schindler's List (1993),0108052,424
319,Everyone Says I Love You (1996),0116242,9716
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),0117293,17204
321,Mother (1996),0117091,27265
322,Murder at 1600 (1997),0119731,9415
323,Dante's Peak (1997),0118928,9619
324,Lost Highway (1997),0116922,638
325,Crash (1996),0115964,884
326,G.I. Jane (1997),0119173,4421
327,Cop Land (1997),0118887,2142
328,Conspiracy Theory (1997),0118883,8834
329,Desperate Measures (1998),0118966,9458
330,187 (1997),0118531,6072
331,"Edge, The (1997)",0119051,9433
332,Kiss the Girls (1997),0119468,9437
333,"Game, The (1997)",0119174,2649
334,U Turn (1997),0120399,10155
335,How to Be a Player (1997),0119326,28353
336,Playing God (1997),0119906,12628
337,"House of Yes, The (1997)",0119324,33344
338,Bean (1997),0118689,1281
339,Mad City (1997),0119592,9770
340,Boogie Nights (1997),0118749,4995
341,Critical Care (1997),0118901,61337
342,"Man Who Knew Too Little, The (1997)",0120483,9414
343,Alien: Resurrection (1997),0118583,8078
344,"Apostle, The (1997)",0118632,2895
345,Deconstructing Harry (1997),0118954,2639
346,Jackie Brown (1997),0119396,184
347,Wag the Dog (1997),0120885,586
348,Desperate Measures (1998),0118966,9458
349,Hard Rain (1998),0120696,11258
350,Fallen (1998),0119099,9411
351,"Prophecy II, The (1998)",0118643,9033
352,Spice World (1997),0120185,6116
353,Deep Rising (1998),0118956,9457
354,"Wedding Singer, The (1998)",0120888,11003
355,Sphere (1998),0120184,10153
356,"Client, The (1994)",0109446,10731
357,One Flew Over the Cuckoo's Nest (1975),0073486,510
358,Spawn (1997),0120177,10336
359,"Assignment, The (1997)",0118647,18355
360,Wonderland (1997),0120529,251481
361,Incognito (1997),0119365,45928
362,Blues Brothers 2000 (1998),0118747,11568
363,Sudden Death (1995),0114576,9091
364,Ace Ventura: When Nature Calls (1995),0112281,9273
365,Powder (1995),0114168,12665
366,Dangerous Minds (1995),0112792,9909
367,Clueless (1995),0112697,9603
368,Bio-Dome (1996),0115683,9536
369,Black Sheep (1996),0115697,13997
370,Mary Reilly (1996),0117002,9095
371,"Bridges of Madison County, The (1995)",0112579,688
372,Jeffrey (1995),0113464,17447
373,Judge Dredd (1995),0113492,9482
374,Mighty Morphin Power Rangers: The Movie (1995),0113820,9070
375,Showgirls (1995),0114436,10802
376,Houseguest (1994),0110066,17207
377,Heavyweights (1994),0110006,14819
378,Miracle on 34th Street (1994),0110527,10510
379,Tales From the Crypt Presents: Demon Knight (1995),0114608,9059
380,Star Trek: Generations (1994),0111280,193
381,Muriel's Wedding (1994),0110598,236
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",0109045,2759
383,"Flintstones, The (1994)",0109813,888
384,Naked Gun 33 1/3: The Final Insult (1994),0110622,36593
385,True Lies (1994),0111503,36955
386,Addams Family Values (1993),0106220,2758
387,"Age of Innocence, The (1993)",0106226,10436
388,Beverly Hills Cop III (1994),0109254,306
389,Black Beauty (1994),0109279,14522
390,Fear of a Black Hat (1993),0106880,20239
391,Last Action Hero (1993),0107362,9593
392,"Man Without a Face, The (1993)",0107501,10502
393,Mrs. Doubtfire (1993),0107614,788
394,Radioland Murders (1994),0110939,22588
395,Robin Hood: Men in Tights (1993),0107977,8005
396,Serial Mom (1994),0111127,11592
397,Striking Distance (1993),0108238,11074
398,Super Mario Bros. (1993),0108255,9607
399,"Three Musketeers, The (1993)",0108333,10057
400,"Little Rascals, The (1994)",0110366,10897
401,"Brady Bunch Movie, The (1995)",0112572,9066
402,Ghost (1990),0099653,251
403,Batman (1989),0096895,268
404,Pinocchio (1940),0032910,10895
405,Mission: Impossible (1996),0117060,954
406,Thinner (1996),0117894,10280
407,Spy Hard (1996),0117723,10535
408,"Close Shave, A (1995)",0112691,532
409,Jack (1996),0116669,7095
410,Kingpin (1996),0116778,11543
411,"Nutty Professor, The (1996)",0117218,9327
412,"Very Brady Sequel, A (1996)",0118073,12606
413,Tales from the Crypt Presents: Bordello of Blood (1996),0117826,9431
414,My Favorite Year (1982),0084370,31044
415,"Apple Dumpling Gang, The (1975)",0072653,18660
416,Old Yeller (1957),0050798,22660
417,"Parent Trap, The (1961)",0055277,19186
418,Cinderella (1950),0042332,11224
419,Mary Poppins (1964),0058331,433
420,Alice in Wonderland (1951),0043274,12092
421,William Shakespeare's Romeo and Juliet (1996),0117509,454
422,Aladdin and the King of Thieves (1996),0115491,
423,E.T. the Extra-Terrestrial (1982),0083866,601
424,Children of the Corn: The Gathering (1996),0115885,25750
425,Bob Roberts (1992),0103850,10608
426,"Transformers: The Movie, The (1986)",0092106,1857
427,To Kill a Mockingbird (1962),0056592,595
428,Harold and Maude (1971),0067185,343
429,"Day the Earth Stood Still, The (1951)",0043456,828
430,Duck Soup (1933),0023969,3063
431,Highlander (1986),0091203,8009
432,Fantasia (1940),0032455,756
433,Heathers (1989),0097493,2640
434,Forbidden Planet (1956),0049223,830
435,Butch Cassidy and the Sundance Kid (1969),0064115,642
436,"American Werewolf in London, An (1981)",0082010,814
437,Amityville 1992: It's About Time (1992),0103678,41671
438,Amityville 3-D (1983),0085159,27214
439,Amityville: A New Generation (1993),0106262,33519
440,Amityville II: The Possession (1982),0083550,16235
441,"Amityville Horror, The (1979)",0078767,11449
442,"Amityville Curse, The (1990)",0099030,41848
443,"Birds, The (1963)",0056869,571
444,"Blob, The (1958)",0051418,8851
445,"Body Snatcher, The (1945)",0037549,30346
446,Burnt Offerings (1976),0074258,13549
447,Carrie (1976),0074285,7340
448,"Omen, The (1976)",0075005,794
449,Star Trek: The Motion Picture (1979),0079945,152
450,Star Trek V: The Final Frontier (1989),0098382,172
451,Grease (1978),0077631,621
452,Jaws 2 (1978),0077766,579
453,Jaws 3-D (1983),0085750,17692
454,Bastard Out of Carolina (1996),0115633,41240
455,Jackie Chan's First Strike (1996),0116704,9404
456,Beverly Hills Ninja (1997),0118708,9622
457,Free Willy 3: The Rescue (1997),0119152,18519
458,Nixon (1995),0113987,10858
459,"Cry, the Beloved Country (1995)",0112749,34615
460,"Crossing Guard, The (1995)",0112744,27526
461,Smoke (1995),0114478,10149
462,Like Water For Chocolate (Como agua para chocolate) (1992),0103994,18183
463,"Secret of Roan Inish, The (1994)",0111112,14334
464,Vanya on 42nd Street (1994),0111590,32636
465,"Jungle Book, The (1994)",0110213,10714
466,Red Rock West (1992),0105226,10427
467,"Bronx Tale, A (1993)",0106489,1607
468,Rudy (1993),0108002,14534
469,Short Cuts (1993),0108122,695
470,Tombstone (1993),0108358,11969
471,Courage Under Fire (1996),0115956,10684
472,Dragonheart (1996),0116136,8840
473,James and the Giant Peach (1996),0116683,10539
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),0057012,935
475,Trainspotting (1996),0117951,627
476,"First Wives Club, The (1996)",0116313,2925
477,Matilda (1996),0117008,10830
478,"Philadelphia Story, The (1940)",0032904,981
479,Vertigo (1958),0052357,426
480,North by Northwest (1959),0053125,213
481,"Apartment, The (1960)",0053604,284
482,Some Like It Hot (1959),0053291,239
483,Casablanca (1942),0034583,289
484,"Maltese Falcon, The (1941)",0033870,963
485,My Fair Lady (1964),0058385,11113
486,Sabrina (1954),0047437,6620
487,Roman Holiday (1953),0046250,804
488,Sunset Blvd. (1950),0043014,599
489,Notorious (1946),0038787,303
490,To Catch a Thief (1955),0048728,381
491,"Adventures of Robin Hood, The (1938)",0029843,10907
492,East of Eden (1955),0048028,220
493,"Thin Man, The (1934)",0025878,3529
494,His Girl Friday (1940),0032599,3085
495,Around the World in 80 Days (1956),0048960,2897
496,It's a Wonderful Life (1946),0038650,1585
497,Bringing Up Baby (1938),0029947,900
498,"African Queen, The (1951)",0043265,488
499,Cat on a Hot Tin Roof (1958),0051459,261
500,Fly Away Home (1996),0116329,11076
501,Dumbo (1941),0033563,11360
502,Bananas (1971),0066808,11302
503,"Candidate, The (1972)",0068334,21711
504,Bonnie and Clyde (1967),0061418,475
505,Dial M for Murder (1954),0046912,521
506,Rebel Without a Cause (1955),0048545,221
507,"Streetcar Named Desire, A (1951)",0044081,702
508,"People vs. Larry Flynt, The (1996)",0117318,1630
509,My Left Foot (1989),0097937,10161
510,"Magnificent Seven, The (1954)",0054047,966
511,Lawrence of Arabia (1962),0056172,947
512,Wings of Desire (1987),0093191,144
513,"Third Man, The (1949)",0041959,1092
514,Annie Hall (1977),0075686,703
515,"Boot, Das (1981)",0082096,387
516,Local Hero (1983),0085859,11235
517,Manhattan (1979),0079522,696
518,Miller's Crossing (1990),0100150,379
519,"Treasure of the Sierra Madre, The (1948)",0040897,3090
520,"Great Escape, The (1963)",0057115,5925
521,"Deer Hunter, The (1978)",0077416,11778
522,Down by Law (1986),0090967,1554
523,Cool Hand Luke (1967),0061512,903
524,"Great Dictator, The (1940)",0032553,914
525,"Big Sleep, The (1946)",0038355,910
526,Ben-Hur (1959),0052618,665
527,Gandhi (1982),0083987,783
528,"Killing Fields, The (1984)",0087553,625
529,My Life as a Dog (Mitt liv som hund) (1985),0089606,8816
530,"Man Who Would Be King, The (1975)",0073341,983
531,Shine (1996),0117631,7863
532,Kama Sutra: A Tale of Love (1996),0116743,28005
533,"Daytrippers, The (1996)",0116041,49806
534,Traveller (1997),0120366,31465
535,Addicted to Love (1997),0118556,2058
536,Ponette (1996),0117359,38523
537,My Own Private Idaho (1991),0102494,468
538,Anastasia (1997),0118617,9444
539,Mouse Hunt (1997),0119715,6283
540,Money Train (1995),0113845,11517
541,Mortal Kombat (1995),0113855,9312
542,Pocahontas (1995),0114148,10530
543,"Misérables, Les (1995)",0113828,48750
544,Things to Do in Denver when You're Dead (1995),0114660,400
545,Vampire in Brooklyn (1995),0114825,12158
546,Broken Arrow (1996),0115759,9208
547,"Young Poisoner's Handbook, The (1995)",0115033,16934
548,"NeverEnding Story III, The (1994)",0110647,27793
549,Rob Roy (1995),0114287,11780
550,Die Hard: With a Vengeance (1995),0112864,1572
551,Lord of Illusions (1995),0113690,8973
552,Species (1995),0114508,9348
553,"Walk in the Clouds, A (1995)",0114887,9560
554,Waterworld (1995),0114898,9804
555,White Man's Burden (1995),0114928,31611
556,Wild Bill (1995),0114938,65796
557,Farinelli: il castrato (1994),0109771,10954
558,Heavenly Creatures (1994),0110005,1024
559,Interview with the Vampire (1994),0110148,628
560,"Kid in King Arthur's Court, A (1995)",0113538,37108
561,Mary Shelley's Frankenstein (1994),0109836,3036
562,"Quick and the Dead, The (1995)",0114214,12106
563,Stephen King's The Langoliers (1995),0112040,
564,Tales from the Hood (1995),0114609,25066
565,Village of the Damned (1995),0114852,12122
566,Clear and Present Danger (1994),0109444,9331
567,Wes Craven's New Nightmare (1994),0111686,11596
568,Speed (1994),0111257,1637
569,Wolf (1994),0111742,10395
